download_rank,pdb_id,experimental_methods,resolution_combined,deposited_atom_count,coordinate_url,download_status
4409,6H8C,SOLUTION NMR,,1097,https://files.rcsb.org/download/6H8C.cif.gz,not_started
4410,6HD2,SOLUTION NMR,,2075,https://files.rcsb.org/download/6HD2.cif.gz,not_started
4411,6HKA,SOLUTION NMR,,259,https://files.rcsb.org/download/6HKA.cif.gz,not_started
4412,6HKC,SOLUTION NMR,,596,https://files.rcsb.org/download/6HKC.cif.gz,not_started
4413,6HNF,SOLUTION NMR,,712,https://files.rcsb.org/download/6HNF.cif.gz,not_started
4414,6HPI,SOLUTION NMR,,1239,https://files.rcsb.org/download/6HPI.cif.gz,not_started
4415,6HPJ,SOLUTION NMR,,801,https://files.rcsb.org/download/6HPJ.cif.gz,not_started
4416,6HQ1,SOLUTION NMR,,572,https://files.rcsb.org/download/6HQ1.cif.gz,not_started
4417,6I2O,SOLUTION NMR,,849,https://files.rcsb.org/download/6I2O.cif.gz,not_started
4418,6I3R,SOLUTION NMR,,2008,https://files.rcsb.org/download/6I3R.cif.gz,not_started
4419,6I57,SOLUTION NMR,,1004,https://files.rcsb.org/download/6I57.cif.gz,not_started
4420,6I9B,SOLUTION NMR,,1441,https://files.rcsb.org/download/6I9B.cif.gz,not_started
4421,6I9F,SOLUTION NMR,,1312,https://files.rcsb.org/download/6I9F.cif.gz,not_started
4422,6I9H,SOLUTION NMR,,661,https://files.rcsb.org/download/6I9H.cif.gz,not_started
4423,6IJQ,SOLUTION NMR,,1506,https://files.rcsb.org/download/6IJQ.cif.gz,not_started
4424,6IVS,SOLUTION NMR,,431,https://files.rcsb.org/download/6IVS.cif.gz,not_started
4425,6IVU,SOLUTION NMR,,1427,https://files.rcsb.org/download/6IVU.cif.gz,not_started
4426,6IZG,SOLUTION NMR,,715,https://files.rcsb.org/download/6IZG.cif.gz,not_started
4427,6JPP,SOLUTION NMR,,896,https://files.rcsb.org/download/6JPP.cif.gz,not_started
4428,6K2I,SOLUTION NMR,,1020,https://files.rcsb.org/download/6K2I.cif.gz,not_started
4429,6K2K,SOLUTION NMR,,432,https://files.rcsb.org/download/6K2K.cif.gz,not_started
4430,6K5R,SOLUTION NMR,,711,https://files.rcsb.org/download/6K5R.cif.gz,not_started
4431,6K5T,SOLUTION NMR,,717,https://files.rcsb.org/download/6K5T.cif.gz,not_started
4432,6K8Q,SOLUTION NMR,,952,https://files.rcsb.org/download/6K8Q.cif.gz,not_started
4433,6KHV,SOLUTION NMR,,937,https://files.rcsb.org/download/6KHV.cif.gz,not_started
4434,6L8V,SOLUTION NMR,,1258,https://files.rcsb.org/download/6L8V.cif.gz,not_started
4435,6LAG,SOLUTION NMR,,1099,https://files.rcsb.org/download/6LAG.cif.gz,not_started
4436,6LKF,SOLUTION NMR,,1189,https://files.rcsb.org/download/6LKF.cif.gz,not_started
4437,6LLQ,SOLUTION NMR,,780,https://files.rcsb.org/download/6LLQ.cif.gz,not_started
4438,6LQZ,SOLUTION NMR,,1004,https://files.rcsb.org/download/6LQZ.cif.gz,not_started
4439,6LR2,SOLUTION NMR,,1141,https://files.rcsb.org/download/6LR2.cif.gz,not_started
4440,6LUL,SOLUTION NMR,,3566,https://files.rcsb.org/download/6LUL.cif.gz,not_started
4441,6M3N,SOLUTION NMR,,516,https://files.rcsb.org/download/6M3N.cif.gz,not_started
4442,6M6E,SOLUTION NMR,,994,https://files.rcsb.org/download/6M6E.cif.gz,not_started
4443,6M6F,SOLUTION NMR,,993,https://files.rcsb.org/download/6M6F.cif.gz,not_started
4444,6MF8,SOLUTION NMR,,366,https://files.rcsb.org/download/6MF8.cif.gz,not_started
4445,6MI5,SOLUTION NMR,,885,https://files.rcsb.org/download/6MI5.cif.gz,not_started
4446,6MIE,SOLUTION NMR,,1208,https://files.rcsb.org/download/6MIE.cif.gz,not_started
4447,6MIF,SOLUTION NMR,,626,https://files.rcsb.org/download/6MIF.cif.gz,not_started
4448,6MK7,SOLUTION NMR,,877,https://files.rcsb.org/download/6MK7.cif.gz,not_started
4449,6MNT,SOLUTION NMR,,835,https://files.rcsb.org/download/6MNT.cif.gz,not_started
4450,6MPO,SOLUTION NMR,,909,https://files.rcsb.org/download/6MPO.cif.gz,not_started
4451,6MPP,SOLUTION NMR,,3144,https://files.rcsb.org/download/6MPP.cif.gz,not_started
4452,6MSP,SOLUTION NMR,,825,https://files.rcsb.org/download/6MSP.cif.gz,not_started
4453,6MUN,SOLUTION NMR,,2060,https://files.rcsb.org/download/6MUN.cif.gz,not_started
4454,6MV3,SOLUTION NMR,,1012,https://files.rcsb.org/download/6MV3.cif.gz,not_started
4455,6MWM,SOLUTION NMR,,641,https://files.rcsb.org/download/6MWM.cif.gz,not_started
4456,6MZA,SOLUTION NMR,,1067,https://files.rcsb.org/download/6MZA.cif.gz,not_started
4457,6N13,SOLUTION NMR,,4978,https://files.rcsb.org/download/6N13.cif.gz,not_started
4458,6N2M,SOLUTION NMR,,2262,https://files.rcsb.org/download/6N2M.cif.gz,not_started
4459,6NAN,SOLUTION NMR,,914,https://files.rcsb.org/download/6NAN.cif.gz,not_started
4460,6NBN,SOLUTION NMR,,1029,https://files.rcsb.org/download/6NBN.cif.gz,not_started
4461,6NE8,SOLUTION NMR,,1160,https://files.rcsb.org/download/6NE8.cif.gz,not_started
4462,6NFW,SOLUTION NMR,,1214,https://files.rcsb.org/download/6NFW.cif.gz,not_started
4463,6NJF,SOLUTION NMR,,436,https://files.rcsb.org/download/6NJF.cif.gz,not_started
4464,6NL3,SOLUTION NMR,,661,https://files.rcsb.org/download/6NL3.cif.gz,not_started
4465,6NNB,SOLUTION NMR,,454,https://files.rcsb.org/download/6NNB.cif.gz,not_started
4466,6NU0,SOLUTION NMR,,943,https://files.rcsb.org/download/6NU0.cif.gz,not_started
4467,6NU4,SOLUTION NMR,,436,https://files.rcsb.org/download/6NU4.cif.gz,not_started
4468,6NUI,SOLUTION NMR,,1537,https://files.rcsb.org/download/6NUI.cif.gz,not_started
4469,6NX4,SOLUTION NMR,,1319,https://files.rcsb.org/download/6NX4.cif.gz,not_started
4470,6NZ2,SOLUTION NMR,,1526,https://files.rcsb.org/download/6NZ2.cif.gz,not_started
4471,6NZL,SOLUTION NMR,,620,https://files.rcsb.org/download/6NZL.cif.gz,not_started
4472,6O0C,SOLUTION NMR,,2307,https://files.rcsb.org/download/6O0C.cif.gz,not_started
4473,6O0I,SOLUTION NMR,,2328,https://files.rcsb.org/download/6O0I.cif.gz,not_started
4474,6O1Q,SOLUTION NMR,,957,https://files.rcsb.org/download/6O1Q.cif.gz,not_started
4475,6O3Q,SOLUTION NMR,,417,https://files.rcsb.org/download/6O3Q.cif.gz,not_started
4476,6O3S,SOLUTION NMR,,396,https://files.rcsb.org/download/6O3S.cif.gz,not_started
4477,6O6I,SOLUTION NMR,,826,https://files.rcsb.org/download/6O6I.cif.gz,not_started
4478,6O6W,SOLUTION NMR,,1147,https://files.rcsb.org/download/6O6W.cif.gz,not_started
4479,6O7G,SOLUTION NMR,,525,https://files.rcsb.org/download/6O7G.cif.gz,not_started
4480,6OB1,SOLUTION NMR,,1920,https://files.rcsb.org/download/6OB1.cif.gz,not_started
4481,6OBI,SOLUTION NMR,,620,https://files.rcsb.org/download/6OBI.cif.gz,not_started
4482,6OCV,SOLUTION NMR,,1575,https://files.rcsb.org/download/6OCV.cif.gz,not_started
4483,6OH1,SOLUTION NMR,,670,https://files.rcsb.org/download/6OH1.cif.gz,not_started
4484,6OHX,SOLUTION NMR,,525,https://files.rcsb.org/download/6OHX.cif.gz,not_started
4485,6OKX,SOLUTION NMR,,422,https://files.rcsb.org/download/6OKX.cif.gz,not_started
4486,6OKY,SOLUTION NMR,,422,https://files.rcsb.org/download/6OKY.cif.gz,not_started
4487,6OQ2,SOLUTION NMR,,1792,https://files.rcsb.org/download/6OQ2.cif.gz,not_started
4488,6OQ9,SOLUTION NMR,,433,https://files.rcsb.org/download/6OQ9.cif.gz,not_started
4489,6OQH,SOLUTION NMR,,2235,https://files.rcsb.org/download/6OQH.cif.gz,not_started
4490,6OQJ,SOLUTION NMR,,1133,https://files.rcsb.org/download/6OQJ.cif.gz,not_started
4491,6OQK,SOLUTION NMR,,1133,https://files.rcsb.org/download/6OQK.cif.gz,not_started
4492,6OSW,SOLUTION NMR,,578,https://files.rcsb.org/download/6OSW.cif.gz,not_started
4493,6OVC,SOLUTION NMR,,1364,https://files.rcsb.org/download/6OVC.cif.gz,not_started
4494,6OWR,SOLUTION NMR,,488,https://files.rcsb.org/download/6OWR.cif.gz,not_started
4495,6P6B,SOLUTION NMR,,733,https://files.rcsb.org/download/6P6B.cif.gz,not_started
4496,6P6C,SOLUTION NMR,,732,https://files.rcsb.org/download/6P6C.cif.gz,not_started
4497,6PPT,SOLUTION NMR,,641,https://files.rcsb.org/download/6PPT.cif.gz,not_started
4498,6PQ2,SOLUTION NMR,,650,https://files.rcsb.org/download/6PQ2.cif.gz,not_started
4499,6PQE,SOLUTION NMR,,633,https://files.rcsb.org/download/6PQE.cif.gz,not_started
4500,6PQM,SOLUTION NMR,,669,https://files.rcsb.org/download/6PQM.cif.gz,not_started
4501,6PQT,SOLUTION NMR,,699,https://files.rcsb.org/download/6PQT.cif.gz,not_started
4502,6PRI,SOLUTION NMR,,636,https://files.rcsb.org/download/6PRI.cif.gz,not_started
4503,6PRJ,SOLUTION NMR,,640,https://files.rcsb.org/download/6PRJ.cif.gz,not_started
4504,6PRP,SOLUTION NMR,,644,https://files.rcsb.org/download/6PRP.cif.gz,not_started
4505,6PRQ,SOLUTION NMR,,1170,https://files.rcsb.org/download/6PRQ.cif.gz,not_started
4506,6PSI,SOLUTION NMR,,7856,https://files.rcsb.org/download/6PSI.cif.gz,not_started
4507,6PTS,SOLUTION NMR,,10142,https://files.rcsb.org/download/6PTS.cif.gz,not_started
4508,6PTW,SOLUTION NMR,,10142,https://files.rcsb.org/download/6PTW.cif.gz,not_started
4509,6Q2I,SOLUTION NMR,,830,https://files.rcsb.org/download/6Q2I.cif.gz,not_started
4510,6Q2Z,SOLUTION NMR,,942,https://files.rcsb.org/download/6Q2Z.cif.gz,not_started
4511,6Q44,SOLUTION NMR,,1443,https://files.rcsb.org/download/6Q44.cif.gz,not_started
4512,6Q6E,SOLUTION NMR,,1756,https://files.rcsb.org/download/6Q6E.cif.gz,not_started
4513,6QAM,SOLUTION NMR,,1628,https://files.rcsb.org/download/6QAM.cif.gz,not_started
4514,6QAY,SOLUTION NMR,,953,https://files.rcsb.org/download/6QAY.cif.gz,not_started
4515,6QBI,SOLUTION NMR,,772,https://files.rcsb.org/download/6QBI.cif.gz,not_started
4516,6QBK,SOLUTION NMR,,419,https://files.rcsb.org/download/6QBK.cif.gz,not_started
4517,6QBL,SOLUTION NMR,,753,https://files.rcsb.org/download/6QBL.cif.gz,not_started
4518,6QBZ,SOLUTION NMR,,910,https://files.rcsb.org/download/6QBZ.cif.gz,not_started
4519,6QEB,SOLID-STATE NMR,,2087,https://files.rcsb.org/download/6QEB.cif.gz,not_started
4520,6QEU,SOLUTION NMR,,643,https://files.rcsb.org/download/6QEU.cif.gz,not_started
4521,6QF8,SOLUTION NMR,,602,https://files.rcsb.org/download/6QF8.cif.gz,not_started
4522,6QFP,SOLUTION NMR,,669,https://files.rcsb.org/download/6QFP.cif.gz,not_started
4523,6QH2,SOLUTION NMR,,1094,https://files.rcsb.org/download/6QH2.cif.gz,not_started
4524,6QJY,SOLUTION NMR,,986,https://files.rcsb.org/download/6QJY.cif.gz,not_started
4525,6QK5,SOLUTION NMR,,446,https://files.rcsb.org/download/6QK5.cif.gz,not_started
4526,6QK6,SOLUTION NMR,,446,https://files.rcsb.org/download/6QK6.cif.gz,not_started
4527,6QKP,SOLUTION NMR,,365,https://files.rcsb.org/download/6QKP.cif.gz,not_started
4528,6QKQ,SOLUTION NMR,,366,https://files.rcsb.org/download/6QKQ.cif.gz,not_started
4529,6QS0,SOLUTION NMR,,964,https://files.rcsb.org/download/6QS0.cif.gz,not_started
4530,6QTC,SOLUTION NMR,,1767,https://files.rcsb.org/download/6QTC.cif.gz,not_started
4531,6QWR,SOLID-STATE NMR,,1628,https://files.rcsb.org/download/6QWR.cif.gz,not_started
4532,6QXZ,SOLUTION NMR,,698,https://files.rcsb.org/download/6QXZ.cif.gz,not_started
4533,6R0J,SOLUTION NMR,,1537,https://files.rcsb.org/download/6R0J.cif.gz,not_started
4534,6R1V,SOLUTION NMR,,1197,https://files.rcsb.org/download/6R1V.cif.gz,not_started
4535,6R3C,SOLUTION NMR,,1233,https://files.rcsb.org/download/6R3C.cif.gz,not_started
4536,6R5G,SOLUTION NMR,,1029,https://files.rcsb.org/download/6R5G.cif.gz,not_started
4537,6R8N,ELECTRON MICROSCOPY;SOLUTION NMR,4.1,33012,https://files.rcsb.org/download/6R8N.cif.gz,not_started
4538,6RC7,SOLUTION NMR,,461,https://files.rcsb.org/download/6RC7.cif.gz,not_started
4539,6RFM,SOLUTION NMR,,576,https://files.rcsb.org/download/6RFM.cif.gz,not_started
4540,6RH5,SOLUTION NMR,,1099,https://files.rcsb.org/download/6RH5.cif.gz,not_started
4541,6RH6,SOLUTION NMR,,1224,https://files.rcsb.org/download/6RH6.cif.gz,not_started
4542,6RK3,SOLUTION NMR,,1445,https://files.rcsb.org/download/6RK3.cif.gz,not_started
4543,6RPV,SOLUTION NMR;SOLUTION SCATTERING,,933,https://files.rcsb.org/download/6RPV.cif.gz,not_started
4544,6RSS,SOLUTION NMR,,843,https://files.rcsb.org/download/6RSS.cif.gz,not_started
4545,6RVA,SOLUTION NMR,,534,https://files.rcsb.org/download/6RVA.cif.gz,not_started
4546,6RWG,SOLUTION NMR,,1214,https://files.rcsb.org/download/6RWG.cif.gz,not_started
4547,6S10,SOLUTION NMR,,1001,https://files.rcsb.org/download/6S10.cif.gz,not_started
4548,6S3W,SOLUTION NMR,,1054,https://files.rcsb.org/download/6S3W.cif.gz,not_started
4549,6SAP,SOLUTION NMR,,973,https://files.rcsb.org/download/6SAP.cif.gz,not_started
4550,6SCW,SOLUTION NMR,,507,https://files.rcsb.org/download/6SCW.cif.gz,not_started
4551,6SDW,SOLUTION NMR,,2107,https://files.rcsb.org/download/6SDW.cif.gz,not_started
4552,6SDY,SOLUTION NMR,,1306,https://files.rcsb.org/download/6SDY.cif.gz,not_started
4553,6SGO,SOLUTION NMR,,1100,https://files.rcsb.org/download/6SGO.cif.gz,not_started
4554,6SJW,SOLUTION NMR,,1343,https://files.rcsb.org/download/6SJW.cif.gz,not_started
4555,6SJX,SOLUTION NMR,,1360,https://files.rcsb.org/download/6SJX.cif.gz,not_started
4556,6SLY,SOLUTION NMR,,815,https://files.rcsb.org/download/6SLY.cif.gz,not_started
4557,6SNJ,SOLUTION NMR,,1588,https://files.rcsb.org/download/6SNJ.cif.gz,not_started
4558,6SO0,SOLUTION NMR,,432,https://files.rcsb.org/download/6SO0.cif.gz,not_started
4559,6SO9,SOLUTION NMR,,999,https://files.rcsb.org/download/6SO9.cif.gz,not_started
4560,6SOE,SOLUTION NMR,,878,https://files.rcsb.org/download/6SOE.cif.gz,not_started
4561,6SOW,SOLUTION NMR,,469,https://files.rcsb.org/download/6SOW.cif.gz,not_started
4562,6SY2,SOLUTION NMR,,370,https://files.rcsb.org/download/6SY2.cif.gz,not_started
4563,6SZC,SOLUTION NMR,,591,https://files.rcsb.org/download/6SZC.cif.gz,not_started
4564,6T3I,SOLUTION NMR,,677,https://files.rcsb.org/download/6T3I.cif.gz,not_started
4565,6TAZ,SOLUTION NMR,,1151,https://files.rcsb.org/download/6TAZ.cif.gz,not_started
4566,6TDD,SOLUTION NMR,,702,https://files.rcsb.org/download/6TDD.cif.gz,not_started
4567,6TDM,SOLUTION NMR,,940,https://files.rcsb.org/download/6TDM.cif.gz,not_started
4568,6TDN,SOLUTION NMR,,1282,https://files.rcsb.org/download/6TDN.cif.gz,not_started
4569,6TEY,SOLUTION NMR,,656,https://files.rcsb.org/download/6TEY.cif.gz,not_started
4570,6TF4,SOLUTION NMR,,448,https://files.rcsb.org/download/6TF4.cif.gz,not_started
4571,6TG5,SOLUTION NMR,,830,https://files.rcsb.org/download/6TG5.cif.gz,not_started
4572,6TH8,SOLUTION NMR,,960,https://files.rcsb.org/download/6TH8.cif.gz,not_started
4573,6THI,SOLUTION NMR,,499,https://files.rcsb.org/download/6THI.cif.gz,not_started
4574,6TIQ,SOLUTION NMR,,2187,https://files.rcsb.org/download/6TIQ.cif.gz,not_started
4575,6TIR,SOLUTION NMR,,2231,https://files.rcsb.org/download/6TIR.cif.gz,not_started
4576,6TJ3,SOLUTION NMR,,628,https://files.rcsb.org/download/6TJ3.cif.gz,not_started
4577,6TKT,SOLUTION NMR,,691,https://files.rcsb.org/download/6TKT.cif.gz,not_started
4578,6TL0,SOLUTION NMR,,1965,https://files.rcsb.org/download/6TL0.cif.gz,not_started
4579,6TO6,SOLUTION NMR,,591,https://files.rcsb.org/download/6TO6.cif.gz,not_started
4580,6TOB,SOLUTION NMR,,831,https://files.rcsb.org/download/6TOB.cif.gz,not_started
4581,6TPB,SOLUTION NMR,,713,https://files.rcsb.org/download/6TPB.cif.gz,not_started
4582,6TR0,SOLUTION NMR,,1569,https://files.rcsb.org/download/6TR0.cif.gz,not_started
4583,6TR8,SOLUTION NMR,,1071,https://files.rcsb.org/download/6TR8.cif.gz,not_started
4584,6TRM,SOLUTION NMR,,456,https://files.rcsb.org/download/6TRM.cif.gz,not_started
4585,6TRP,SOLUTION NMR,,687,https://files.rcsb.org/download/6TRP.cif.gz,not_started
4586,6TT8,SOLUTION NMR,,1711,https://files.rcsb.org/download/6TT8.cif.gz,not_started
4587,6TTA,SOLUTION NMR,,1711,https://files.rcsb.org/download/6TTA.cif.gz,not_started
4588,6TTC,SOLUTION NMR,,1716,https://files.rcsb.org/download/6TTC.cif.gz,not_started
4589,6TV5,SOLUTION NMR,,1972,https://files.rcsb.org/download/6TV5.cif.gz,not_started
4590,6TVM,SOLUTION NMR,,2038,https://files.rcsb.org/download/6TVM.cif.gz,not_started
4591,6TWE,SOLUTION NMR,,1360,https://files.rcsb.org/download/6TWE.cif.gz,not_started
4592,6TWR,SOLUTION NMR,,2682,https://files.rcsb.org/download/6TWR.cif.gz,not_started
4593,6TXT,SOLUTION NMR,,543,https://files.rcsb.org/download/6TXT.cif.gz,not_started
4594,6TZE,SOLUTION NMR,,831,https://files.rcsb.org/download/6TZE.cif.gz,not_started
4595,6U19,SOLUTION NMR,,1057,https://files.rcsb.org/download/6U19.cif.gz,not_started
4596,6U1L,SOLUTION NMR,,2040,https://files.rcsb.org/download/6U1L.cif.gz,not_started
4597,6U1O,SOLUTION NMR,,2040,https://files.rcsb.org/download/6U1O.cif.gz,not_started
4598,6U3R,SOLUTION NMR,,1542,https://files.rcsb.org/download/6U3R.cif.gz,not_started
4599,6U3S,SOLUTION NMR,,1542,https://files.rcsb.org/download/6U3S.cif.gz,not_started
4600,6U46,SOLUTION NMR,,473,https://files.rcsb.org/download/6U46.cif.gz,not_started
4601,6U4M,SOLUTION NMR,,527,https://files.rcsb.org/download/6U4M.cif.gz,not_started
4602,6U4N,SOLUTION NMR,,1294,https://files.rcsb.org/download/6U4N.cif.gz,not_started
4603,6U6P,SOLUTION NMR,,1292,https://files.rcsb.org/download/6U6P.cif.gz,not_started
4604,6U6Q,SOLUTION NMR,,1056,https://files.rcsb.org/download/6U6Q.cif.gz,not_started
4605,6U6R,SOLID-STATE NMR,,708,https://files.rcsb.org/download/6U6R.cif.gz,not_started
4606,6U6S,SOLUTION NMR,,708,https://files.rcsb.org/download/6U6S.cif.gz,not_started
4607,6UCJ,SOLUTION NMR,,519,https://files.rcsb.org/download/6UCJ.cif.gz,not_started
4608,6UCK,SOLUTION NMR,,519,https://files.rcsb.org/download/6UCK.cif.gz,not_started
4609,6UD0,SOLUTION NMR,,2351,https://files.rcsb.org/download/6UD0.cif.gz,not_started
4610,6UF2,SOLUTION NMR,,1016,https://files.rcsb.org/download/6UF2.cif.gz,not_started
4611,6UHW,SOLUTION NMR,,2021,https://files.rcsb.org/download/6UHW.cif.gz,not_started
4612,6UJU,SOLUTION NMR,,2259,https://files.rcsb.org/download/6UJU.cif.gz,not_started
4613,6UM9,SOLUTION NMR,,1122,https://files.rcsb.org/download/6UM9.cif.gz,not_started
4614,6URP,SOLUTION NMR,,398,https://files.rcsb.org/download/6URP.cif.gz,not_started
4615,6URS,SOLUTION NMR,,448,https://files.rcsb.org/download/6URS.cif.gz,not_started
4616,6UX5,SOLUTION NMR,,389,https://files.rcsb.org/download/6UX5.cif.gz,not_started
4617,6UYI,SOLUTION NMR,,2267,https://files.rcsb.org/download/6UYI.cif.gz,not_started
4618,6UYJ,SOLUTION NMR,,2267,https://files.rcsb.org/download/6UYJ.cif.gz,not_started
4619,6UZ4,SOLUTION NMR,,1127,https://files.rcsb.org/download/6UZ4.cif.gz,not_started
4620,6UZ5,SOLUTION NMR,,1131,https://files.rcsb.org/download/6UZ5.cif.gz,not_started
4621,6UZJ,SOLUTION NMR,,495,https://files.rcsb.org/download/6UZJ.cif.gz,not_started
4622,6V1W,SOLUTION NMR,,914,https://files.rcsb.org/download/6V1W.cif.gz,not_started
4623,6V4T,SOLUTION NMR,,1437,https://files.rcsb.org/download/6V4T.cif.gz,not_started
4624,6V5D,SOLUTION NMR,,602,https://files.rcsb.org/download/6V5D.cif.gz,not_started
4625,6V5L,SOLUTION NMR,,1403,https://files.rcsb.org/download/6V5L.cif.gz,not_started
4626,6V88,SOLUTION NMR,,1816,https://files.rcsb.org/download/6V88.cif.gz,not_started
4627,6VED,SOLUTION NMR,,1365,https://files.rcsb.org/download/6VED.cif.gz,not_started
4628,6VEE,SOLUTION NMR,,1500,https://files.rcsb.org/download/6VEE.cif.gz,not_started
4629,6VFO,SOLUTION NMR,,600,https://files.rcsb.org/download/6VFO.cif.gz,not_started
4630,6VG7,SOLUTION NMR,,840,https://files.rcsb.org/download/6VG7.cif.gz,not_started
4631,6VGA,SOLUTION NMR,,824,https://files.rcsb.org/download/6VGA.cif.gz,not_started
4632,6VGB,SOLUTION NMR,,818,https://files.rcsb.org/download/6VGB.cif.gz,not_started
4633,6VK2,SOLUTION NMR,,793,https://files.rcsb.org/download/6VK2.cif.gz,not_started
4634,6VRJ,SOLUTION NMR,,790,https://files.rcsb.org/download/6VRJ.cif.gz,not_started
4635,6VTI,SOLUTION NMR,,1165,https://files.rcsb.org/download/6VTI.cif.gz,not_started
4636,6VWB,SOLUTION NMR,,747,https://files.rcsb.org/download/6VWB.cif.gz,not_started
4637,6VXG,SOLUTION NMR,,176,https://files.rcsb.org/download/6VXG.cif.gz,not_started
4638,6VXW,SOLUTION NMR,,550,https://files.rcsb.org/download/6VXW.cif.gz,not_started
4639,6W9N,SOLUTION NMR,,622,https://files.rcsb.org/download/6W9N.cif.gz,not_started
4640,6WA1,SOLUTION NMR,,1466,https://files.rcsb.org/download/6WA1.cif.gz,not_started
4641,6WA3,SOLUTION NMR,,912,https://files.rcsb.org/download/6WA3.cif.gz,not_started
4642,6WA4,SOLUTION NMR,,897,https://files.rcsb.org/download/6WA4.cif.gz,not_started
4643,6WA5,SOLUTION NMR,,903,https://files.rcsb.org/download/6WA5.cif.gz,not_started
4644,6WBU,SOLUTION NMR,,947,https://files.rcsb.org/download/6WBU.cif.gz,not_started
4645,6WLH,SOLUTION NMR,,1628,https://files.rcsb.org/download/6WLH.cif.gz,not_started
4646,6WQE,SOLUTION NMR,,1601,https://files.rcsb.org/download/6WQE.cif.gz,not_started
4647,6WQL,SOLUTION NMR,,405,https://files.rcsb.org/download/6WQL.cif.gz,not_started
4648,6X1K,SOLUTION NMR,,960,https://files.rcsb.org/download/6X1K.cif.gz,not_started
4649,6X46,SOLUTION NMR,,654,https://files.rcsb.org/download/6X46.cif.gz,not_started
4650,6X6N,SOLUTION NMR;SOLUTION SCATTERING,,1050,https://files.rcsb.org/download/6X6N.cif.gz,not_started
4651,6XEH,SOLUTION NMR,,1019,https://files.rcsb.org/download/6XEH.cif.gz,not_started
4652,6XFL,SOLUTION NMR,,999,https://files.rcsb.org/download/6XFL.cif.gz,not_started
4653,6XMN,SOLUTION NMR,,773,https://files.rcsb.org/download/6XMN.cif.gz,not_started
4654,6XOR,SOLUTION NMR,,1202,https://files.rcsb.org/download/6XOR.cif.gz,not_started
4655,6XQC,SOLUTION NMR,,600,https://files.rcsb.org/download/6XQC.cif.gz,not_started
4656,6XQJ,SOLUTION NMR,,1441,https://files.rcsb.org/download/6XQJ.cif.gz,not_started
4657,6XR6,SOLUTION NMR,,2330,https://files.rcsb.org/download/6XR6.cif.gz,not_started
4658,6XRY,SOLUTION NMR,,1055,https://files.rcsb.org/download/6XRY.cif.gz,not_started
4659,6XTT,SOLUTION NMR,,929,https://files.rcsb.org/download/6XTT.cif.gz,not_started
4660,6XV2,SOLUTION NMR,,1263,https://files.rcsb.org/download/6XV2.cif.gz,not_started
4661,6XWI,SOLUTION NMR,,522,https://files.rcsb.org/download/6XWI.cif.gz,not_started
4662,6XXU,SOLUTION NMR,,1258,https://files.rcsb.org/download/6XXU.cif.gz,not_started
4663,6XYV,SOLUTION NMR,,417,https://files.rcsb.org/download/6XYV.cif.gz,not_started
4664,6Y06,SOLUTION NMR,,936,https://files.rcsb.org/download/6Y06.cif.gz,not_started
4665,6Y07,SOLUTION NMR,,1259,https://files.rcsb.org/download/6Y07.cif.gz,not_started
4666,6Y1H,SOLUTION NMR,,558,https://files.rcsb.org/download/6Y1H.cif.gz,not_started
4667,6Y3H,SOLUTION NMR,,1231,https://files.rcsb.org/download/6Y3H.cif.gz,not_started
4668,6Y3I,SOLUTION NMR,,1227,https://files.rcsb.org/download/6Y3I.cif.gz,not_started
4669,6Y3K,SOLUTION NMR,,1227,https://files.rcsb.org/download/6Y3K.cif.gz,not_started
4670,6Y3L,SOLUTION NMR,,1232,https://files.rcsb.org/download/6Y3L.cif.gz,not_started
4671,6Y4H,SOLUTION NMR,,1311,https://files.rcsb.org/download/6Y4H.cif.gz,not_started
4672,6Y6M,SOLUTION NMR,,1298,https://files.rcsb.org/download/6Y6M.cif.gz,not_started
4673,6Y8V,SOLUTION NMR,,1034,https://files.rcsb.org/download/6Y8V.cif.gz,not_started
4674,6Y8W,SOLUTION NMR,,1034,https://files.rcsb.org/download/6Y8W.cif.gz,not_started
4675,6Y94,SOLUTION NMR,,1170,https://files.rcsb.org/download/6Y94.cif.gz,not_started
4676,6Y95,SOLUTION NMR,,1166,https://files.rcsb.org/download/6Y95.cif.gz,not_started
4677,6Y96,SOLUTION NMR,,718,https://files.rcsb.org/download/6Y96.cif.gz,not_started
4678,6YDH,SOLUTION NMR,,452,https://files.rcsb.org/download/6YDH.cif.gz,not_started
4679,6YE5,SOLUTION NMR,,955,https://files.rcsb.org/download/6YE5.cif.gz,not_started
4680,6YEL,SOLUTION NMR,,976,https://files.rcsb.org/download/6YEL.cif.gz,not_started
4681,6YET,SOLUTION NMR,,858,https://files.rcsb.org/download/6YET.cif.gz,not_started
4682,6YEU,SOLUTION NMR,,820,https://files.rcsb.org/download/6YEU.cif.gz,not_started
4683,6YHZ,SOLUTION NMR,,571,https://files.rcsb.org/download/6YHZ.cif.gz,not_started
4684,6YI2,SOLUTION NMR,,593,https://files.rcsb.org/download/6YI2.cif.gz,not_started
4685,6YI3,SOLUTION NMR,,1069,https://files.rcsb.org/download/6YI3.cif.gz,not_started
4686,6YJ0,SOLUTION NMR,,837,https://files.rcsb.org/download/6YJ0.cif.gz,not_started
4687,6YQ5,ELECTRON MICROSCOPY;SOLID-STATE NMR,4.0,15756,https://files.rcsb.org/download/6YQ5.cif.gz,not_started
